0.24949622	0.67069244	0.28855032	0.7407851	1.0
0.24949622	0.67069244	0.31682757	0.6623953	1.0
0.24949622	0.67069244	0.13158451	0.8492223	1.0
0.24949622	0.67069244	0.13002715	0.46287686	1.0
0.24949622	0.67069244	0.9474369	0.52383715	0.0
0.24949622	0.67069244	0.7875471	0.5331769	0.0
0.28855032	0.7407851	0.19449393	0.6835263	1.0
0.28855032	0.7407851	0.18461859	0.7167444	1.0
0.28855032	0.7407851	0.31682757	0.6623953	1.0
0.28855032	0.7407851	0.13158451	0.8492223	1.0
0.28855032	0.7407851	0.13002715	0.46287686	1.0
0.28855032	0.7407851	0.29336584	0.29495066	0.0
0.28855032	0.7407851	0.42026684	0.23196787	0.0
0.28855032	0.7407851	0.79207253	0.5490994	0.0
0.28855032	0.7407851	0.9474369	0.52383715	0.0
0.28855032	0.7407851	0.7875471	0.5331769	0.0
0.19449393	0.6835263	0.18461859	0.7167444	1.0
0.19449393	0.6835263	0.7185049	0.6910209	0.0
0.19449393	0.6835263	0.9474369	0.52383715	0.0
0.19449393	0.6835263	0.79207253	0.5490994	0.0
0.19449393	0.6835263	0.38954276	0.3154636	0.0
0.19449393	0.6835263	0.31682757	0.6623953	1.0
0.19449393	0.6835263	0.13158451	0.8492223	1.0
0.19449393	0.6835263	0.13002715	0.46287686	1.0
0.18461859	0.7167444	0.31682757	0.6623953	1.0
0.18461859	0.7167444	0.13158451	0.8492223	1.0
0.18461859	0.7167444	0.38954276	0.3154636	0.0
0.31682757	0.6623953	0.13158451	0.8492223	1.0
0.31682757	0.6623953	0.38954276	0.3154636	0.0
0.31682757	0.6623953	0.79207253	0.5490994	0.0
0.13158451	0.8492223	0.13002715	0.46287686	1.0
0.13158451	0.8492223	0.29336584	0.29495066	0.0
0.13158451	0.8492223	0.38954276	0.3154636	0.0
0.13158451	0.8492223	0.45808557	0.22247817	0.0
0.13158451	0.8492223	0.42026684	0.23196787	0.0
0.13158451	0.8492223	0.9474369	0.52383715	0.0
0.13158451	0.8492223	0.7185049	0.6910209	0.0
0.13002715	0.46287686	0.29336584	0.29495066	1.0
0.13002715	0.46287686	0.3093087	0.26541668	1.0
0.29336584	0.29495066	0.38954276	0.3154636	1.0
0.29336584	0.29495066	0.45808557	0.22247817	1.0
0.29336584	0.29495066	0.42026684	0.23196787	1.0
0.29336584	0.29495066	0.7185049	0.6910209	0.0
0.29336584	0.29495066	0.9474369	0.52383715	0.0
0.38954276	0.3154636	0.45808557	0.22247817	1.0
0.38954276	0.3154636	0.9474369	0.52383715	0.0
0.38954276	0.3154636	0.7875471	0.5331769	0.0
0.38954276	0.3154636	0.7185049	0.6910209	0.0
0.45808557	0.22247817	0.3093087	0.26541668	1.0
0.45808557	0.22247817	0.42026684	0.23196787	1.0
0.45808557	0.22247817	0.9474369	0.52383715	0.0
0.45808557	0.22247817	0.7875471	0.5331769	0.0
0.45808557	0.22247817	0.7185049	0.6910209	0.0
0.3093087	0.26541668	0.42026684	0.23196787	1.0
0.3093087	0.26541668	0.79207253	0.5490994	0.0
0.3093087	0.26541668	0.9474369	0.52383715	0.0
0.3093087	0.26541668	0.7875471	0.5331769	0.0
0.3093087	0.26541668	0.7185049	0.6910209	0.0
0.42026684	0.23196787	0.7875471	0.5331769	0.0
0.42026684	0.23196787	0.7185049	0.6910209	0.0
0.79207253	0.5490994	0.9474369	0.52383715	1.0
0.79207253	0.5490994	0.7875471	0.5331769	1.0
0.79207253	0.5490994	0.7185049	0.6910209	1.0
0.9474369	0.52383715	0.7875471	0.5331769	1.0
0.9474369	0.52383715	0.7185049	0.6910209	1.0
0.7875471	0.5331769	0.7185049	0.6910209	1.0
